time	ref	y	y_dot	p1	p2	z	u
0.228000	-0.295309	0.073477	-0.285501	12529313.883144	29432460.315227	-0.121987	-0.124446
0.229000	-0.295309	0.074518	-0.287150	12468780.205223	29237608.988652	-0.117746	-0.124364
0.230000	-0.295309	0.074971	-0.285067	12491212.514995	29406881.023107	-0.121788	-0.123947
0.231000	-0.295309	0.074381	-0.287428	12368910.708395	29396850.270247	-0.122199	-0.124378
0.232000	-0.295309	0.073928	-0.289005	12370174.291695	29393078.258026	-0.122565	-0.124254
0.233000	-0.295309	0.072958	-0.291392	12306646.592010	29455279.665641	-0.125344	-0.124178
0.234000	-0.295309	0.072603	-0.291819	12325515.214581	29355376.293806	-0.122686	-0.124232
0.235000	-0.295309	0.072338	-0.295266	12440323.836320	29252639.209133	-0.121938	-0.124003
0.236000	-0.295309	0.072425	-0.291927	12599035.456237	29289548.643558	-0.121776	-0.123743
0.237000	-0.295309	0.072943	-0.292697	12602430.269666	29314229.196811	-0.122426	-0.123927
0.238000	-0.295309	0.072696	-0.288933	12402072.103619	29484232.749686	-0.125242	-0.123925
0.239000	-0.295309	0.071446	-0.289995	12186529.187410	29480642.655911	-0.124929	-0.124386
0.240000	-0.295309	0.070190	-0.293081	12008604.140014	29476028.609080	-0.126112	-0.124292
0.241000	-0.295309	0.070496	-0.297222	12104716.414382	29352001.355395	-0.124490	-0.124179
0.242000	-0.295309	0.070216	-0.299376	12326085.105639	29242763.659508	-0.123283	-0.123792
0.243000	-0.295309	0.069730	-0.298781	12570152.161653	29157401.897042	-0.121391	-0.123590
0.244000	-0.295309	0.070127	-0.294261	12688669.055688	29274386.676178	-0.122908	-0.123504
0.245000	-0.295309	0.069502	-0.294156	12716977.090018	29318397.132381	-0.123245	-0.123863
0.246000	-0.295309	0.068852	-0.292844	12632328.624803	29311387.432899	-0.122187	-0.123892
0.247000	-0.295309	0.068484	-0.290392	12573487.828346	29340311.819193	-0.122029	-0.123899
0.248000	-0.295309	0.068137	-0.286926	12319352.704988	29512628.891534	-0.124885	-0.124046
0.249000	-0.295309	0.067738	-0.290236	12132717.790081	29424458.734113	-0.123500	-0.124490
0.250000	-0.295309	0.067222	-0.290543	12116797.106701	29419898.498209	-0.124142	-0.124168
0.251000	-0.295309	0.066177	-0.294136	12074303.882571	29478531.863274	-0.127109	-0.124197
0.252000	-0.295309	0.064584	-0.298913	12105198.547626	29378018.029699	-0.125982	-0.124185
0.253000	-0.295309	0.064123	-0.302346	12347298.730581	29280298.095847	-0.125044	-0.123789
0.254000	-0.295309	0.063616	-0.301629	12583923.933733	29333017.791512	-0.126959	-0.123530
0.255000	-0.295309	0.063583	-0.301334	12475397.522752	29336001.212059	-0.126272	-0.123693
0.256000	-0.295309	0.063781	-0.301614	12482302.293861	29363935.121679	-0.127542	-0.123667
0.257000	-0.295309	0.063661	-0.302244	12294069.638031	29491482.589781	-0.130885	-0.123731
0.258000	-0.295309	0.063736	-0.304364	12064222.055764	29523483.957293	-0.132670	-0.123939
0.259000	-0.295309	0.063797	-0.308322	12072923.635942	29372935.246749	-0.129499	-0.123935
0.260000	-0.295309	0.063402	-0.309440	12244615.069808	29304344.352528	-0.128870	-0.123467
0.261000	-0.295309	0.064458	-0.310745	12473570.699856	29262614.462977	-0.128256	-0.123362
0.262000	-0.295309	0.064004	-0.309974	12802816.221138	29078212.284522	-0.123954	-0.123247
0.263000	-0.295309	0.064441	-0.304620	13109597.514257	29157635.059642	-0.123999	-0.123018
0.264000	-0.295309	0.064549	-0.297025	13013977.282028	29323312.949720	-0.125403	-0.123331
0.265000	-0.295309	0.064650	-0.288086	12737548.653241	29413679.807808	-0.122625	-0.123867
0.266000	-0.295309	0.064533	-0.285629	12359737.410179	29524890.464313	-0.125074	-0.124243
0.267000	-0.295309	0.064760	-0.285935	12013324.878837	29567381.944840	-0.125659	-0.124590
0.268000	-0.295309	0.064790	-0.289898	11892882.904303	29520935.852023	-0.125788	-0.124614
0.269000	-0.295309	0.064562	-0.294059	11834288.619207	29480006.369843	-0.126962	-0.124364
0.270000	-0.295309	0.064440	-0.297391	11918017.379745	29375695.315301	-0.125384	-0.124179
0.271000	-0.295309	0.064175	-0.302126	12282157.515647	29231595.969083	-0.123843	-0.123841
0.272000	-0.295309	0.064231	-0.303037	12628344.537657	29159758.448901	-0.123434	-0.123466
0.273000	-0.295309	0.063359	-0.298826	12662647.974747	29341003.259752	-0.126146	-0.123387
0.274000	-0.295309	0.062669	-0.296450	12567990.247132	29343878.269382	-0.124659	-0.123805
0.275000	-0.295309	0.063465	-0.295901	12691421.557677	29225655.643914	-0.121230	-0.123848
0.276000	-0.295309	0.062847	-0.292763	12628651.879232	29317187.361326	-0.122949	-0.123661
0.277000	-0.295309	0.062230	-0.292195	12694596.288384	29217285.274083	-0.119875	-0.123961
0.278000	-0.295309	0.061035	-0.291098	12917324.726080	29219487.662346	-0.119812	-0.123790
0.279000	-0.295309	0.061382	-0.285739	12874980.361998	29337128.652980	-0.120604	-0.123849
0.280000	-0.295309	0.061778	-0.283774	12691902.206388	29436430.455717	-0.121243	-0.124244
0.281000	-0.295309	0.062136	-0.283003	12445246.600641	29537071.201127	-0.124096	-0.124421
0.282000	-0.295309	0.061632	-0.284347	12028445.304777	29570290.864823	-0.124698	-0.124688
0.283000	-0.295309	0.060392	-0.290918	12080661.541921	29408854.194942	-0.123122	-0.124645
0.284000	-0.295309	0.060061	-0.292151	12190054.757821	29331076.114833	-0.122184	-0.124095
0.285000	-0.295309	0.059923	-0.294484	12518688.754510	29195639.166477	-0.120381	-0.123943
0.286000	-0.295309	0.059881	-0.291748	12562029.238226	29401180.411387	-0.124755	-0.123689
0.287000	-0.295309	0.060246	-0.291234	12410173.483730	29397097.855723	-0.122962	-0.124164
0.288000	-0.295309	0.059038	-0.294482	12462807.468747	29347402.239879	-0.123129	-0.124062
0.289000	-0.295309	0.058250	-0.297825	12498469.212278	29319269.209314	-0.124621	-0.123864
0.290000	-0.295309	0.057537	-0.295544	12516923.968000	29333167.654184	-0.124095	-0.123765
0.291000	-0.295309	0.057062	-0.295785	12513276.666477	29352263.197665	-0.124551	-0.123865
0.292000	-0.295309	0.057183	-0.293305	12472403.539490	29391780.431641	-0.124401	-0.123884
